id,name,date_release,book_rating,book_genres,description,author,photo,ebup
551,Фейри-профайлер,2017 год.,4.82,"Детективное фэнтези, Зарубежные детективы, Полицейские детективы, Триллеры

",ОТ АВТОРА БЕСТСЕЛЛЕРА «ВНУТРИ УБИЙЦЫ».,К. Н. Кроуфорд,https://flibusta.su/b/img/big/186632.jpg,https://flibusta.su/book/186632-feyri-profayler/d/?f=epub
552,ГКР-9: Сердце Забытых Земель,2024 год.,4.86,"Боевое фэнтези, Героическое фэнтези

","Дружная и упорная пятерка игроков, создав боевую группу Братство Тропы, оказавшись в одном из тайных уголков мира Вальдиры, не могли ожидать, что здесь, в Забытых Землях, действуют совсем иные игровые законы и правила.",Дем Михайлов,https://flibusta.su/b/img/big/353752.jpg,https://flibusta.su/book/353752-gkr-9-serdce-zabytyh-zemel/d/?f=epub
553,Случайная ночь с миллиардером,2024 год.,4.92,"Эротические романы, Совр. романы

",Из-за глупой ошибки я провела ночь не с тем парнем.,Айрин Лакс,https://flibusta.su/b/img/big/195645.jpg,https://flibusta.su/book/195645-sluchaynaya-noch-s-milliarderom/d/?f=epub
554,"Ключ, дракон и пансион",2024 год.,4.88,"Young adult, Любовное фэнтези, Магические академии

",В Чейзвиле всё спокойно.,Наталья Мамлеева,https://flibusta.su/b/img/big/212209.jpg,https://flibusta.su/book/212209-klyuch-drakon-i-pansion/d/?f=epub
555,Цеховик. Книга 8. Запах денег,2024 год.,4.89,"Историческое фэнтези, Книги о приключениях, Попаданцы

","Уже год Егор живёт в СССР. Был ментом, а стал школьником. Ловил барыг, а стал теневым бизнесменом. Но раньше он плыл по течению, а теперь у него есть благородная цель. Правда методы, которые он использует на пути к этой цели далеко не всегда такие же благородные.Но ничего! Плевать! Он готов на всё ради будущего Родины. Он готов идти до конца. И он будет рваться вперёд, прорубаться, подкупать, подставлять, биться и уничтожать врагов. А они будут пытаться уничтожить его. Ну что же, он знал, что это борьба не на жизнь, а насмерть.",Дмитрий Ромов,https://flibusta.su/b/img/big/212219.jpg,https://flibusta.su/book/212219-tsehovik-kniga-8-zapah-deneg/d/?f=epub
556,"Трудная невеста, или Как довести суженого до ручки",2023 год.,5.0,"Любовное фэнтези, Юмористическое фэнтези

","«– Я многое терпел и прощал. Когда ты пыталась задушить меня подушкой, я посмеялся.",Алисия Эванс,https://flibusta.su/b/img/big/182294.jpg,https://flibusta.su/book/182294-trudnaya-nevesta-ili-kak-dovesti-suzhenogo-do-ruchki/d/?f=epub
557,Вот такая работа,2024 год.,4.18,"Героическая фантастика

","Хорошую работу найти трудно. А очень-очень хорошую – еще труднее, настолько, что иногда для этого надо не только доказать, что ты ее достоин, но и завоевать это право, обойдя десятки других соискателей, а то и просто устранив их, пусть даже и в виртуальной реальности. Вот только не стоит забывать о том, что игру создавал не ты, а кто-то другой, и невозможно знать наверняка, какую именно цель эти творцы преследовали. Потому не факт, что их устремления совпадут с твоими.",Андрей Васильев,https://flibusta.su/b/img/big/215479.jpg,https://flibusta.su/book/215479-vot-takaya-rabota/d/?f=epub
558,Божья коровка,2023 год.,4.63,"Попаданцы

","Анатолий Фёдорович Дроздов – известный писатель-фантаст, работающий в разных жанрах. Представляем роман «Божья коровка», написанный в смешанном жанре «попаданчества» и альтернативной истории.",Анатолий Дроздов,https://flibusta.su/b/img/big/153760.jpg,https://flibusta.su/book/153760-bozhya-korovka/d/?f=epub
559,Кафедра зооцелительства,2023 год.,4.81,"Книги о приключениях, Любовное фэнтези, Магические академии

","У девушек из богатых семей все распланировано с детства. Отучиться в Академии магии, получить диплом и выйти замуж за перспективного мужчину. Именно на эти пункты я и рассчитывала.И не предполагала, что могу в одночасье лишиться всего: и семьи, и денег, и жениха, и положения в обществе. Теперь нужно сделать все, чтобы не потерять последнее: место в Академии. А для этого придется очень постараться, ведь с руководителем своей кафедры я успела основательно испортить отношения.",Юлия Журавлева,https://flibusta.su/b/img/big/177595.jpg,https://flibusta.su/book/177595-kafedra-zootselitelstva/d/?f=epub
560,Драгун. На задворках империи,2024 год.,4.88,"Боевая фантастика, Историческая фантастика, Приключения, Попаданцы

",Закавказье. Осень 1808 года. ,Андрей Булычев,https://flibusta.su/b/img/big/353755.jpg,https://flibusta.su/book/353755-dragun-na-zadvorkah-imperii/d/?f=epub
561,Свадьба бывшего мужа,2024 год.,4.49,"Короткие романы, Совр. романы, Эротические романы

","– За то, что скрыла от меня ребёнка, ты будешь наказана, – бывший муж так больно сжимает мою руку, что я едва могу дышать.",Елена Рахманина,https://flibusta.su/b/img/big/353751.jpg,https://flibusta.su/book/353751-svadba-byvsego-muza/d/?f=epub
562,Поход,2024 год.,4.93,"Попаданцы, Боевое фэнтези

","После того как Макс получил титул маркграфа де Валье, он отправляется в поход в составе королевской армии. Эта армия находится под командованием маршала Вестонии, герцога де Клермона.",Алексей Осадчук,https://flibusta.su/b/img/big/200923.jpg,https://flibusta.su/book/200923-pohod/d/?f=epub
563,Стальные Волки. Надежды на лучший мир,2024 год.,4.84,"Боевая фантастика, Космическая фантастика, Научная фантастика

","Никогда не знаешь, куда приведут твои действия или бездействия. Порой сходишь на обочину, убегая от проблем и суеты, но не успеваешь оглянуться, как магистраль мироздания сама поворачивается в твою сторону, и ты снова в гуще событий. Именно это в полной мере ощутит на себе Михаил Волков.",Валерий Увалов,https://flibusta.su/b/img/big/209977.jpg,https://flibusta.su/book/209977-stalnyie-volki-nadezhdyi-na-luchshiy-mir/d/?f=epub
564,Право на счастье,2023 год.,4.63,"Любовное фэнтези, Попаданцы

","Спустя годы жизни в другом мире я оказалась на улице с малышкой на руках. Муж выгнал меня, заявив, что никогда не любил, а ребенка он видеть не хочет. Нам некуда идти и не у кого просить помощи, да и матерей одиночек в этом мире не жалуют.Я должна наладить быт в захудалой деревеньке, чтобы прокормить дочь, и научиться противостоять нападкам соседей. Построить жизнь заново без оглядки на прошлое и не выдать свою тайну. Но, главное, взять себя в руки и больше никогда не влюбляться! ",Теона Рэй,https://flibusta.su/b/img/big/186635.jpg,https://flibusta.su/book/186635-pravo-na-schaste/d/?f=epub
565,Закон силы,2024 год.,4.91,"Боевое фэнтези, Попаданцы

","Остатки армии герцога де Клермона окружены легионами, которыми командует Рикардо ди Лоренцо по прозвищу Золотой Лев. Сам маршал де Клермон тяжело ранен и находится при смерти.",Алексей Осадчук,https://flibusta.su/b/img/big/214177.jpg,https://flibusta.su/book/214177-zakon-silyi/d/?f=epub
566,Академия Последнего Шанса – 2. Круто ты попал!,2023 год.,5.0,"Героическое фэнтези, Магические академии, Юмористическое фэнтези

","Как превратить представителей столичной ""золотой молодёжи"" в опору и надежду королевства? Правильно: отправить их туда, где они или перевоспитаются, или окончательно пропадут, став ужином для местных обитателей. Король даже название придумал сам: Академия Последнего Шанса.Болота, кишащие соскучившимися по гостям монстрами, кладбище, на котором тренируется местное призрачное воинство - вот что окружает замок, где разместилась Академия Последнего Шанса (АПШ). Да и сам замок живёт себе своей жизнью, со своими тайнами и скелетами в шкафах (порой в самом прямом смысле).Но время идёт, студенты меняются, находят друзей и врагов, пересматривают прежние взгляды на жизнь. Как поведут они себя в тот час, когда над академией нависнет страшная угроза? На чью сторону встанут?",Александра Шервинская,https://flibusta.su/b/img/big/182465.jpg,https://flibusta.su/book/182465-akademiya-poslednego-shansa2-kruto-tyi-popal/d/?f=epub
567,Цена возвращения,2023 год.,4.73,"Боевое фэнтези, Героическое фэнтези, Попаданцы

","Магический мир, в котором удачно устроился бывший ветеран российской контрразведки. Богатство, почести, мирная жизнь. И никаких опасностей – без них дел невпроворот.",Алексей Гришин,https://flibusta.su/b/img/big/184837.jpg,https://flibusta.su/book/184837-tsena-vozvrascheniya/d/?f=epub
568,Попаданец. Маг Тени. Книга 2,2023 год.,4.96,"Боевое фэнтези, Попаданцы

","«Попаданец. Маг Тени» – роман Серга Усова, вторая книга одноименного цикла, жанр боевое фэнтези, попаданцы.",Серг Усов,https://flibusta.su/b/img/big/179794.jpg,https://flibusta.su/book/179794-popadanets-mag-teni-kniga-2/d/?f=epub
569,Дом без воспоминаний,2021 год.,4.63,"Современные детективы, Триллеры

","Старая женщина каждое утро неизвестно почему просыпается в одно и то же время и едет в глухой лес, где однажды находит двенадцатилетнего мальчика. Мальчик жив и здоров, однако не в состоянии объяснить, что с ним произошло: он вообще не говорит. Единственный, кто может помочь, – Пьетро Джербер, флорентийский гипнотизер, специалист по работе с травмированными детьми. Джербер, еле переживший все, что выпало на его долю в романе «Дом голосов», берется за дело, голос к мальчику возвращается – и голос этот рассказывает чужую и очень страшную историю. Историю, случившуюся много лет назад; в ней были похищения, исчезновения, убийства, взрывы, а также орки – и ребенок, который заблудился во взрослом мире необъяснимой жути и так и не смог найти выход. Джербер слушает, постепенно погружаясь в кошмар, – а за ним наблюдает сказочник, хранитель сказок, от которых стынет кровь…",Донато Карризи,https://flibusta.su/b/img/big/182246.jpg,https://flibusta.su/book/182246-dom-bez-vospominaniy/d/?f=epub
570,Королевская школа. Ледышка,2024 год.,4.73,"Любовное фэнтези, Магические академии

","Я всегда знала, что мужа выберут мне родители. Точнее, отец. Увы, это проблема всех девочек, которым посчастливилось или наоборот – не посчастливилось, родиться в королевской семье. Принцессы не могут по своему желанию выходить замуж – об этом мне говорили чуть ли не с пеленок. Гувернантки, фрейлины, немногочисленные подруги и… мама. – А как же любовь? – спрашивала я у нее, когда была маленькой. Когда повзрослела, то интерес к этому вопросу по понятным причинам угас. Но тогда, в пять лет, наслушавшись сказок, которыми перед сном баловала няня, я в нее еще верила. – Любовь королева может испытывать только к своим детям, – ответила она. И это правда. Я никогда не замечала особенных чувств между родителями. Они вели себя словно чужие люди. Со временем это стало для меня нормой. И, в конце концов, я сама поверила в то, что долг перед страной важнее собственного счастья. История Эдварда и Лии. Можно читать отдельно.",Александра Плен,https://flibusta.su/b/img/big/197107.jpg,https://flibusta.su/book/197107-korolevskaya-shkola-ledyishka/d/?f=epub
571,Баллада о королеве драконов. Часть 3. Пожар,2024 год.,5.0,"Любовное фэнтези, Фэнтези про драконов, Эротическое фэнтези

","Что делать, если твоя память - пепел? Как быть, если, очнувшись королевой, обнаруживаешь свое царство в руинах? И как поступить, если все ждут от тебя великих свершений, но каждому плевать, чего хочешь ты сама?..Древние кости разбужены, и никто уже не сможет остаться в стороне.Искры мертвых возродят новую кровь или сожгут все на своем пути.Как пожар из пламени драконьих королей.",Сильвия Лайм,https://flibusta.su/b/img/big/194858.jpg,https://flibusta.su/book/194858-ballada-o-koroleve-drakonov-chast-3-pozhar/d/?f=epub
572,"Отдайся, не пожалеешь!",2023 год.,4.86,"Короткие романы, Совр. романы, Эротические романы

","– Отдайся, не пожалеешь!",Айрин Лакс,https://flibusta.su/b/img/big/155908.jpg,https://flibusta.su/book/155908-otdaysya-ne-pozhaleesh/d/?f=epub
573,Запертый-2,2024 год.,4.9,"Боевая фантастика, Киберпанк

",Сурвер – звучит гордо!,Дем Михайлов,https://flibusta.su/b/img/big/212222.jpg,https://flibusta.su/book/212222-zapertyiy-2/d/?f=epub
574,Охотясь на Аделин,2021 год.,4.54,"Зарубежные романы, Триллеры, Эротические романы

",Бриллиант,Х. Д. Карлтон,https://flibusta.su/b/img/big/213930.jpg,https://flibusta.su/book/213930-ohotyas-na-adelin/d/?f=epub
575,Партия на троих,2023 год.,4.8,"Остросюжетные романы, Совр. романы, Эротические романы

","- Добрый вечер, Агата, - произносит… Матвей. Перевожу взгляд на того, который… первый Матвей. Ну, который секунду назад ласкал мою грудь, и ни черта не могу понять. Я что, попала в зазеркалье? Какого черта тут происходит?!- Кто это? - шепчу я.- Мой брат Матвей.- А ты кто?- А я - Дэн. - Вы… близнецы? - спрашиваю очевидное.Перевожу взгляд на Матвея, который располагается в кресле и внимательно смотрит на нас с Дэном. - Продолжайте. Я хочу посмотреть, - говорит Матвей.",Екатерина Орлова,https://flibusta.su/b/img/big/176356.jpg,https://flibusta.su/book/176356-partiya-na-troih/d/?f=epub
576,Старатель 3,2023 год.,4.59,"Боевая фантастика, Боевики, Космическая фантастика

","Старатели – профессия опасная. И вовсе не подразумевает, что придется с утра до ночи копать руду. Иногда нужно и «пошустрить». В прошлой части герои так «нашустрили» что теперь вынуждены залечь на дно. И в качестве тихой гавани выбрана планета «Хруст», где нужно найти старого знакомца, способного помочь хотя бы с частью проблем.",Влад Лей,https://flibusta.su/b/img/big/170853.jpg,https://flibusta.su/book/170853-staratel-3/d/?f=epub
577,Наблюдатель,2012 год.,5.0,"Зарубежные детективы, Современные детективы, Триллеры

",В МИРЕ ПРОДАНО БОЛЕЕ 30 МИЛЛИОНОВ ЭКЗЕМПЛЯРОВ КНИГ ШАРЛОТТЫ ЛИНК.,Шарлотта Линк,https://flibusta.su/b/img/big/182393.jpg,https://flibusta.su/book/182393-nablyudatel/d/?f=epub
578,Ученик своего учителя. Родная гавань,2023 год.,5.0,"Героическое фэнтези, Городское фэнтези

","Малк вернулся домой в Борей. Да, впереди ещё много работы, но завершение Большого Плана уже не за горами. Он на финишной прямой и совсем скоро сможет оценить верность своих расчётов… Вопрос в другом, понравится ли ему с таким трудом достигнутый результат и не заведёт ли его тернистый путь борьбы за свою свободу куда-нибудь не туда?",Виталий Зыков,https://flibusta.su/b/img/big/179802.jpg,https://flibusta.su/book/179802-uchenik-svoego-uchitelya-rodnaya-gavan/d/?f=epub
579,Бриллиантовый берег,2024 год.,4.93,"Триллеры, Ужасы

","Жизнь семнадцатилетнего Давида Лазича легкой не назовешь: он с детства прикован к инвалидному креслу, обездвижен и лишен способности говорить. Лето ему предстоит провести в отеле «Бриллиантовый берег» на побережье Адриатики, и поначалу это кажется отличной идеей: море, солнце, вкусная еда и уютные номера.",Альбина Нури,https://flibusta.su/b/img/big/208467.jpg,https://flibusta.su/book/208467-brilliantovyiy-bereg/d/?f=epub
580,"Демон в беде, или Как избавиться от ведьмы?",2024 год.,4.65,"Попаданцы, Любовное фэнтези, Юмористическое фэнтези

","Меня, ведьму, и замуж против воли? Не дождетесь!Доучусь в демоническом мире, получу диплом, стану независимой и никуда вы, драгоценная мачеха, не денетесь, расторгнете помолвку.Только вместо дома кузины я попала в закрытую военную академию, нарушив тем сто тридцать три закона. Теперь я живу в спальне демона и… Нет, ну весело живу, если совсем честно. А вот демон, кажется, скоро поседеет. Или женится. Как получится. В любом случае: я не специально!",Ирина Коняева,https://flibusta.su/b/img/big/197037.jpg,https://flibusta.su/book/197037-demon-v-bede-ili-kak-izbavitsya-ot-vedmyi/d/?f=epub
581,Без стыда,2023 год.,4.88,"Остросюжетные романы, Совр. романы, Эротические романы

","Натаниэль Фостер имел все. У него была красивая жизнь, прибыльная компания и власть.Тэя Уилсон шла к цели. У нее были амбиции, трепетная надежда и токсичные отношения, выедающие девушку изнутри.Их встреча не была запланирована и не предвещала ничего хорошего. Тогда Натаниэль впервые поддался эмоциям и не прогадал.Одна ночь. Одна истерика. Всего один миг, чтобы вспыхнуть.Но удастся ли сохранить ясность ума, когда тело охвачено страстью? Останется ли место любви, когда сердце сгорит дотла?",Таша Мисник,https://flibusta.su/b/img/big/137756.jpg,https://flibusta.su/book/137756-bez-styida/d/?f=epub
582,Абсолютно неправильные люди. Самый лучший не рыцарь.,2023 год.,4.98,"Русское совр., Юмористическая проза

","Обидно, когда родственники говорят «она не в нашу породу», но активно требуют помощь, деньги, время и силы. Неприятно, когда говорят «старая дева, повернутая на животных», напрочь забывая, что Марина несколько лет назад едва-едва пережила гибель жениха. Тяжело, когда все усилия и забота о ближних, которых Марина любит, воспринимаются как должное, зато появление рядом с ней видного спутника, вызывает возмущение – как же так! Да разве же может быть у невелички - Марины такой приличный мужчина?! Её участь – работа и помощь родственникам, а вот настоящее семейное счастье и прочие радости должны достаться её младшей сестре. Только Ася достойна всего этого - ведь это именно она настоящая наследница своих бабушки и деда, «их порода».Бабушка и дед не знают, что Маринин спутник, приехавший на семейное сборище, вовсе и не жених, как он о себе говорит, а просто друг, который решил Марину выручить. Только вот, кажется, он слишком увлёкся этим процессом… ",Ольга Назарова,https://flibusta.su/b/img/big/186626.jpg,https://flibusta.su/book/186626-absolyutno-nepravilnyie-lyudi-samyiy-luchshiy-ne-ryitsar/d/?f=epub
583,Король Ардена,2024 год.,5.0,"Любовное фэнтези, Young adult, Героическое фэнтези, Историческое фэнтези

","Рэндаллу удалось вспомнить прошлое с помощью камня души на обручальном перстне. Но вместо долгожданного покоя в объятиях любимой Авроры его ждут новые испытания. Не все рады чудесному возвращению Хранителя, и над Арденом вновь сгущаются тучи.",Софи Анри,https://flibusta.su/b/img/big/206172.jpg,https://flibusta.su/book/206172-korol-ardena/d/?f=epub
584,Нарушая порядок (Альфа-8),2024 год.,4.73,"Боевое фэнтези, Героическое фэнтези, Попаданцы

","Теплая страна, потрясающие красоты природы, честное и дружелюбное население, живущее в мире и гармонии при самом настоящем демократическом правительстве. Это ведь величайшая редкость в мире, страдающем от засилья порочной аристократии.",Артем Каменистый,https://flibusta.su/b/img/big/353761.jpg,https://flibusta.su/book/353761-narusaa-poradok-alfa-8/d/?f=epub
585,Отвергнутая невеста дракона. Хозяйка ведьминского сада,2024 год.,4.83,"Любовное фэнтези, Попаданцы, Фэнтези про драконов

","Попала в тело той, что обвинили в измене, той, от которой хотят избавиться, нежной, невинной девушки. Думают, что пропаду? Сдамся? Сгину? Ну уж нет. И секреты раскрою, и живую воду найду, и свое счастье. Назло всем!И без этого дракона... В смысле он претендует на мой сад?! Ну мы еще посмотрим!*Попаданка, которая не привыкла сдаваться. Фиалки может вырастить, но сама не фиалка*Князь-дракон, который тоже упрям по самое не хочу, *Ведьминский сад с сюрпризами*ХЭ",Адриана Дари,https://flibusta.su/b/img/big/208579.jpg,https://flibusta.su/book/208579-otvergnutaya-nevesta-drakona-hozyayka-vedminskogo-sada/d/?f=epub
586,Улика № 13,2024 год.,4.63,"Современные детективы

","Следователь Анна Стерхова приехала в Санкт-Петербург, чтобы вступить в наследство. Ее покойная тетушка Руфь всю жизнь работала в костюмерной театра и коллекционировала списанные костюмы великих артистов. После оформления документов Анна передает коллекцию костюмов в музей театрального искусства, но вскоре получает звонок от сотрудницы музея, которая сообщает, что за подкладкой одного из костюмов найдено старое фото. ",Анна Князева,https://flibusta.su/b/img/big/212033.jpg,https://flibusta.su/book/212033-ulika-n-13/d/?f=epub
587,Бедная Лиза,2024 год.,5.0,"Исторические детективы

",<emphasis>Август 1911 года</emphasis>,АНОНИМУС,https://flibusta.su/b/img/big/208387.jpg,https://flibusta.su/book/208387-bednaya-liza/d/?f=epub
588,Крылья к резюме обязательны!,2023 год.,4.77,"Городское фэнтези, Любовное фэнтези, Юмористическое фэнтези

",Если из-за голодного обморока оказалась за бортом судна в вечернем платье – это нервирует.,Надежда Мамаева,https://flibusta.su/b/img/big/167775.jpg,https://flibusta.su/book/167775-kryilya-k-rezyume-obyazatelnyi/d/?f=epub
589,Ветер перемен,2023 год.,4.6,"Боевое фэнтези, Героическое фэнтези, Попаданцы

","Ирридар Тох Рангор, в тело которого вселился майор с Земли, Виктор Глухов, становится герцогом. Угодья ему выделили на границе с степью, где обитают орки. Эти земли надо еще заселить и обустроить.",Владимир Сухинин,https://flibusta.su/b/img/big/179765.jpg,https://flibusta.su/book/179765-veter-peremen/d/?f=epub
590,Под доброй улыбкой зла,2024 год.,4.26,"Современные детективы

","Счастливый мир Лизы рухнул, когда выяснилось, что ее маленький сын нездоров. Муж сразу бросил ее с больным ребенком, завел себе новую подругу и жил безбедно, пока у него не начались проблемы с бизнесом… Антону очень нужны деньги, и ему оказалась на руку внезапная смерть Лизы, ведь он единственный наследник. Его сестра Власта дружила с Лизой и сильно сомневается, что та совершила самоубийство или случайно выпила слишком много таблеток. Лизин сосед Денис согласен с Властой, и они сначала порознь, а потом вместе пытаются разобраться в этой запутанной истории…",Евгения Горская,https://flibusta.su/b/img/big/182408.jpg,https://flibusta.su/book/182408-pod-dobroy-ulyibkoy-zla/d/?f=epub
591,Ломаные линии судьбы,2024 год.,5.0,"Совр. романы

","Иногда спасение соседского кота может привести к счастливому устройству личной жизни. Именно благодаря этому случаю Аглая Зорина, девушка с потрясающей силой духа и необычной профессией, попадает в детективную историю и встречает мужчину своей мечты. Изюминка книги в том, что кот возвращает своей спасительнице долг жизни.",Татьяна Алюшина,https://flibusta.su/b/img/big/184727.jpg,https://flibusta.su/book/184727-lomanyie-linii-sudbyi/d/?f=epub
592,Осколки разбитых иллюзий,2023 год.,5.0,"Совр. романы

","Первая встреча с Адэмом Берком стала для меня, семнадцатилетней девочки, настоящим потрясением. С тех пор он засел в моей голове, вызывая неизвестные мне ранее чувства. Будоража фантазии, которые пугали и завораживали меня одновременно. Он стал моей тёмной стороной. Был олицетворением похоти и порока. Я старалась бежать от него. Толкнула себя в объятия другого мужчины, так непохожего на него.Но от себя и судьбы не убежишь. Жизнь снова сталкивает меня с ним. Только теперь, Адэм меня ненавидит. А я больше не хочу сопротивляться своим чувствам к нему.",Турана М.,https://flibusta.su/b/img/big/176481.jpg,https://flibusta.su/book/176481-oskolki-razbityih-illyuziy/d/?f=epub
593,Ревизор: возвращение в СССР 23,2024 год.,4.78,"Историческая фантастика, Приключения, Попаданцы

","Приключения московского аудитора, попавшего из нашего времени в 1971 год, продолжаются. Павел Ивлев вынужден погрузиться в интриги в Верховном Совете и в МГУ, которые ему не нужны, но раз уж ввязался в дело, надо стараться выигрывать. Но и серьезной работы все больше, и авторитет молодого парня постоянно растет.",Артем Шумилин,https://flibusta.su/b/img/big/214151.jpg,https://flibusta.su/book/214151-revizor-vozvraschenie-v-sssr-23/d/?f=epub
594,(С)Нежный маг для беглянки,2023 год.,4.73,"Фантастические романы, Любовное фэнтези

","Кто бы мог подумать, что обычная игра может разрушить жизнь и перевернуть все с ног на голову!Я всегда старалась быть в тени, тщательно оберегая свои тайны. Но предновогодняя игра с судьбой все изменила. Моим заданием стало пригласить на танец одного из высокомерных и опасных студентов ледяных чертогов.Проще не придумаешь!Я выбрала самого безопасного из них. Мне так казалось. Это лишь начало приключений, которых я не просила.",Татьяна Серганова,https://flibusta.su/b/img/big/152237.jpg,https://flibusta.su/book/152237-snezhnyiy-mag-dlya-beglyanki/d/?f=epub
595,Дерзкая для сурового босса,2024 год.,4.63,"Короткие романы, Совр. романы, Эротические романы

","— Подыграй мне. Пожалуйста, скажи, что ты мой парень, — умоляю я незнакомого мужчину.— Хорошо, — без заминки отвечает он. — Но у меня есть условие.— Условие? — нервно сглатываю, разглядывая его красивое лицо. Хорош, зараза.— Проведешь день влюбленных в моем номере. Согласна?Видимо, ему тоже нужно кого-то отшить, как и мне босса-извращенца!— Согласна, — шепчу, прижимаясь к нему и посылая почти бывшему боссу победную улыбку. — Проведу с тобой ночь, то есть просто в твоём номере. А ты... Докажи тому придурку, — киваю на извращенца, — что я только твоя.Кто бы знал, что через неделю судьба посмеётся надо мной за столь поспешное решение...",Валерия Даль,https://flibusta.su/b/img/big/212285.jpg,https://flibusta.su/book/212285-derzkaya-dlya-surovogo-bossa/d/?f=epub
596,Батарейка для мага,2023 год.,4.78,"Любовное фэнтези, Магические академии, Попаданцы

","Я проснулась на болоте, где первый встречный оказался охотником за моей головой! Это вовсе не сон или съемки фильма. Меня занесло в другой мир.Теперь мне придётся учиться в Закрытой академии, выйти замуж за местного мага и стать для него источником магии. Если не соглашусь, то умру. Ведь женщины-маги в этом мире нужны лишь для одного — питать своей силой мужчин.Но кто сказал, что я сдамся? В новом мире найдутся не только враги, но и друзья.И даже любовь настигнет нечаянно…",Алина Углицкая,https://flibusta.su/b/img/big/176364.jpg,https://flibusta.su/book/176364-batareyka-dlya-maga/d/?f=epub
597,По праву Дракона – 2,2024 год.,4.66,"Любовное фэнтези, Магические академии

","Еще недавно я думала, что самое страшное в Академии драконов – это привлечь внимание одного из них. Но я ошибалась. Самое страшное – это влюбиться в дракона и остаться с разбитым сердцем.",Матильда Старр,https://flibusta.su/b/img/big/353754.jpg,https://flibusta.su/book/353754-po-pravu-drakona---2/d/?f=epub
598,Байстрюк,2023 год.,4.9,"Попаданцы, Героическая фантастика

","Этот мир был бы точной копией нашего, но в какой-то момент здесь всё пошло иначе. Сибирские шаманы, пытаясь остановить экспансию Московского княжества, воззвали к потусторонним силам, однако сами не смогли справиться с последствиями. Разверзлось Око Зимы, превратившее и без того суровый край в место, где обычным людям не выжить. С тех пор прошло больше трехсот лет. Как растущая опухоль, прорыв из чужого мира грозит охватить всю планету, погрузив её в царство льда и тьмы. Но в то же время он несёт с собой эдру – таинственную магическую энергию. Вот уже три века Сайберия – это и проклятье Российской Империи, и кладезь уникальных ресурсов, и притягательное место Силы, рождающее Одарённых. Новую касту, получившую власть, которая и не снилась простым смертным. Я – один из таких Одарённых. И, кажется, мой Дар может изменить этот мир не меньше, чем Око Зимы.",Владимир Василенко,https://flibusta.su/b/img/big/198176.jpg,https://flibusta.su/book/198176-baystryuk/d/?f=epub
599,Академия Последнего Шанса – 1. Кадры решают всё,2023 год.,5.0,"Магические академии, Юмористическое фэнтези

","Как превратить представителей столичной ""золотой молодёжи"" в опору и надежду королевства? Правильно: отправить их туда, где они или перевоспитаются, или окончательно пропадут, став ужином для местных обитателей. Король даже название придумал сам: Академия Последнего Шанса. Болота, кишащие соскучившимися по гостям монстрами, кладбище, на котором тренируется местное призрачное воинство - вот что окружает замок, где предполагается разместить Академию. Да и сам замок живёт себе своей жизнью, и новым обитателям он совсем не рад: они претендуют на внимание его обожаемого ректора! Сумеет ли Теодор, молодой ректор АПШ, справиться и с непростыми кадетами, привыкшими к безнаказанности и вседозволенности, и с местными, иногда не в меру активными, обитателями? Станут ли присланные королём коллеги его друзьями и опорой?",Александра Шервинская,https://flibusta.su/b/img/big/182362.jpg,https://flibusta.su/book/182362-akademiya-poslednego-shansa1-kadryi-reshayut-vsyo/d/?f=epub
600,Будешь моей женой,2023 год.,4.73,"Совр. романы, Эротические романы

","– Попалась, красотка!",Дана Стар,https://flibusta.su/b/img/big/155943.jpg,https://flibusta.su/book/155943-budesh-moey-zhenoy/d/?f=epub
