id,name,year,rating,status,genre,episodes,time,studio,description,img
1111,Восемьдесят шесть 1 сезон,2021,8.28,Закончен,"Драма, Меха, Фантастика, Экшен",11 эп. из 11,23 мин.,A-1 Pictures,"Вооруженное противостояние между Республикой Сан-Магнолией и её соседней Империей длилось в течение длительного времени. Империя разработала ряд военных автономных машин, лишённых пилотов. Однако Республика также не отставала и создала аналогичную технологию для отражения атак противника с минимальными потерями среди мирного населения. Но, несмотря на это, избежать развития событий по своему плану оказалось непросто. За пределами известных пяти районов, составляющих Республику, существовал",https://animego-online.org/uploads/posts/2023-08/4428441_1691479681.jpg
1112,"Не издевайся, Нагаторо 1 сезон",2021,7.29,Закончен,"Комедия, Романтика, Школа, Повседневность",12 эп. из 12,23 мин.,Telecom Animation Film,"Каждый день Наото Хачиодзи подвергается насмешкам и издевательствам со стороны Хаясе Нагаторо, первокурсницы, которую он встречает однажды в библиотеке, работая над своим мангой. Прочитав его рассказ и увидев его неловкое поведение, она решает, что начиная с этого момента будет дразнить его, даже называя его ""Сенпаем"" вместо настоящего имени. Сначала безжалостные выходки Нагаторо причиняют больше беспокойства, чем что-либо еще, и заставляют его чувствовать себя смущенным, так как он",https://animego-online.org/uploads/posts/2023-08/1691864299_22.jpg
1113,Голубой период,2021,7.81,Закончен,"Сейнен, Школа, Драма",12 эп. из 12,24 мин.,Seven Arcs,"Это японская манга и аниме-сериал, который фокусируется на истории жизни и творческого становления главного героя в мире искусства. Сюжет разворачивается вокруг Юаторо Ягучи, студента старшей школы, который ранее жил обычной жизнью, пока не встретил картину, которая кардинально изменила его взгляд на мир. После этой встречи Юаторо решает следовать своей страсти к живописи и стремится поступить в одну из самых престижных художественных школ Японии. Сюжет аниме следует за его путешествием в мире",https://animego-online.org/uploads/posts/2023-08/4445629_1691479502.jpg
1114,Я побрился. Затем привёл домой старшеклассницу,2021,7.29,Закончен,"Романтика, Драма",13 эп. из 13,23 мин.,Project No.9,"Когда обычный офисный работник Ёсида просыпается в одно воскресное утро после долгой ночи в баре, последнее, чего он ожидал увидеть, это новая жительница в его крошечной квартире - незнакомая девушка из старшей школы. Предыдущей ночью, несмотря на то что он, наконец, собрался с духом и признался своей начальнице и давней симпатии, Айри Гото, Ёсида был отвергнут. После того, как он утопил свои печали в баре со своим хорошим другом Хасимото, Ёсида направился назад в свой дом в пьяном трансе,",https://animego-online.org/uploads/posts/2023-08/1437054_1691479321.jpg
1115,"Девочка, которая видит это",2021,7.42,Закончен,"Комедия, Школа, Мистика, Ужасы, Фэнтези",12 эп. из 12,24 мин.,Passione,"Глаза Мико Ёцуя наполняются слезами, когда она сосредотачивается на одном месте на своем телефоне - она игнорирует еще одного ужасного чудовища, которое находится у нее перед глазами и произносит тревожные слова: ""Ты видишь меня?"" До сих пор Мико наслаждалась своими незаметными школьными днями, и поздние ночные ужасные шоу служили лишь развлечением. Но с того далекого дня она стала единственным человеком, осведомленным о невидимых монстрах, свободно передвигающихся среди людей. Смело",https://animego-online.org/uploads/posts/2023-08/1691864170_21.jpg
1116,Реинкарнация безработного 1 сезон 2 часть,2021,8.7,Закончен,"Комедия, Драма, Магия, Приключения, Фэнтези, Этти, Исекай",12 эп. из 12,23 мин.,Studio Bind,"После таинственной манной катастрофы Рудес Грейрат и его бесстрашная ученица Эриз Бореас Грейрат телепортируются на Демонический Континент. Там они объединяются с их новым спутником Руиджердом Супардией — бывшим лидером группы воинов Супард — чтобы создать успешную группу искателей приключений под названием ""Тупик"", или ""Dead End"". Завоевав себе имя, этот троицей отправляется в путешествие через континент, чтобы вернуться домой в Фиттоа. Следуя советам, полученным от",https://animego-online.org/uploads/posts/2023-08/1691898772_13.jpg
1117,Клинок рассекающий демонов 2 сезон,2021,8.79,Закончен,"Сёнен, Демоны, Фэнтези, Экшен",11 эп. из 11,25 мин.,ufotable,"Второй сезон продолжает рассказ о Танджиро Камадо и его союзниках в борьбе с демонами, и он адаптирует следующую арку манги. Арка фокусируется на Танджиро, Инозуке, Зенитсу и Незуко, когда они отправляются в развлекательный район для расследования серии загадочных пропаж девушек. Этот район славится своими удовольствиями и развлечениями, но скрывает в себе тёмные тайны и демонические угрозы. Во время их расследования герои сталкиваются с новыми демонами и лицом к лицу с опасностями, которые они",https://animego-online.org/uploads/posts/2023-08/1691851391_12.jpg
1118,Тусовщик Кунмин,2022,8.17,Закончен,"Комедия, Музыка, Фэнтези",12 эп. из 12,23 мин.,P.A. Works,"Сюжет этого аниме рассказывает о Чжугэ, правителе трех королевств, который принимал участие в многочисленных сражениях и интригах из-за своего таланта и долгой жизни. Несмотря на свой опыт и способности, он мечтает о спокойной жизни. Однако судьба распоряжается иначе, и он получает уникальный шанс оказаться в современной Японии, где он сталкивается с яркой и жизнерадостной атмосферой столицы. Прибыв в Японии, в столице, Чжугэ, известный как Кунмин, видит, как жители наслаждаются жизнью,",https://animego-online.org/uploads/posts/2023-08/4858872_1691476202.jpg
1119,Юри — это моя работа,2023,6.71,Закончен,"Сёдзё-ай, Комедия, Романтика, Драма",12 эп. из 12,24 мин.,"Passione, Studio Lings","Этот аниме рассказывает историю Сираки Химэ, отличницы и красавицы, которая благодаря своей внешности и успехам в учебе создала образ идеальной ученицы и привлекает внимание окружающих. Она мечтает выйти замуж за миллионера и вести комфортную жизнь. Однако случайный инцидент с Микосибу Май, в результате которого Химэ повредила ей руку, заставляет ее взглянуть на мир по-новому. Для помощи Май, Химэ соглашается работать в тематическом кафе, где ученицы одеваются и действуют как студентки",https://animego-online.org/uploads/posts/2023-08/5106948_1691427121.jpg
1120,Любовь после мирового господства,2022,7.44,Закончен,"Сёнен, Комедия, Романтика",12 эп. из 12,23 мин.,Project No.9,"Люди, столь различные, что даже случай не предполагал их пересечения, могут быть связаны удивительным образом. На протяжении некоторого времени это остается им неведомо. Однако в один момент им приходится столкнуться с потрясающей истиной. Айкава получает прозвище ""Красный Гелато"", а Магахару становится его врагом. Их различия бросаются в глаза сразу — они как бы совсем не похожи. Их схватка кажется не только безрассудной и бесполезной, но и бесконечной. Один из них стремится к миру,",https://animego-online.org/uploads/posts/2023-08/4636012_1691475062.jpg
1121,Непостижимая Ахарэн,2022,7.31,Закончен,"Сёнен, Комедия, Романтика, Школа",12 эп. из 12,23 мин.,Felix Film,"В класс поступает новая ученица, что становится источником интереса для всего класса и поводом для ребят сконцентрировать свое внимание на новой теме обсуждения. Почти каждому из учеников хочется узнать, кто такая Райдо Мацубоси. Но не все сразу стремятся установить контакт с новоприбывшей. Например, Рэйна Ахарэн, не спешит с этим вопросом, и у нее есть веская причина для такой сдержанности. Девочка, кажется, не способна на легкость в установлении отношений с другими, по крайней мере, так, как",https://animego-online.org/uploads/posts/2023-08/4747665_1691474402.jpg
1122,Этот противный целитель!,2022,6.35,Закончен,"Комедия, Магия, Приключения, Фэнтези",12 эп. из 12,23 мин.,Jumondo,"В одном из миров постоянно наводили нападения монстров на мирное население. Для отпора им храбро выступали наемники. Сражаясь каждый день, среди них числился и Альвин. Однако как боец он оставался скорее средним. В одной из битв с монстром, к нему приблизилась милая девочка-темный эльф по имени Карла, готовая поддержать его. К тому же, Карла была хилером, способным исцелять раны. Однако Карла удивлена тем, что Альвин не просит ее о помощи, не падает перед ней на колени. Между ними возникает",https://animego-online.org/uploads/posts/2023-08/4875672_1691474281.jpg
1123,Вермейл в золотом: Сильнейший маг проходит через магический мир с сильнейшей катастрофой,2022,6.81,Закончен,"Сёнен, Комедия, Школа, Магия, Фэнтези, Этти",12 эп. из 12,24 мин.,Staple Entertainment,"Альто Голдфилд, прилежный студент в Ортигийской Академии Магии, стремится стать могущественным колдуном. Но он не может этого достичь, потому что, несмотря на его отличные оценки и сильное стремление к учебе, он проваливает урок по призыванию. Под угрозой повторения года, Альто пытается следовать старому, изношенному гримуару в отчаянной попытке разрешить свою ситуацию. К его удивлению, он добивается успеха и вызывает мощного демона по имени Вермейл. В знак благодарности за её освобождение,",https://animego-online.org/uploads/posts/2023-08/4881551_1691473082.jpg
1124,Экстремальные сердца,2022,6.53,Закончен,"Драма, Музыка, Спорт",12 эп. из 12,24 мин.,Seven Arcs,"Хиёри Хаяма - начинающая певица, переехавшая в Токио, чтобы сделать свой дебют. Она всегда любила петь и мечтает стать на сцену, как её любимый артист. К сожалению, индустрия развлечений далеко не всегда связана с весельем и играми, так как она одна за другой проваливает прослушивания и борется за продажу своих песен. Оказавшись на стартовой линии, Хиёри решает воспользоваться единственной возможностью двигаться вперёд - принять участие в ""Экстремальных Сердцах"". Это популярное",https://animego-online.org/uploads/posts/2023-08/5082226_1691472846.jpg
1126,Перестану быть героем,2022,7.03,Закончен,"Комедия, Магия, Приключения, Фэнтези, Экшен",12 эп. из 12,23 мин.,EMT Squared,"Когда Королева Демонов Эхидна начинает свое вторжение в мир людей, люди обращаются к герою Лео Демонхарту, чтобы он защитил их. Обладая непреодолимой силой, Лео легко отражает армию Эхидны, таким образом, спасая мир. Но вместо благодарности или восхищения, Лео сталкивается с презрением и осуждением со стороны своих сородичей, которые боятся его ошеломляющей силы и верят, что она может в конечном итоге привести к гибели человечества. Изгнанный из королевства, которое когда-то было его домом, Лео",https://animego-online.org/uploads/posts/2023-08/4668650_1691470501.jpg
1127,Безумный азарт: Близнец,2022,7.23,Закончен,"Сёнен, Школа, Детектив, Драма, Психология, Триллер",6 эп. из 6,26 мин.,MAPPA,"Её зовут Мэри Саотомэ — она дерзкая, наглая и бескомпромиссная, но высоко интеллектуальная. Поступив в частную академию Хьяккао, где стоимость студента определяется его умом во время азартных игр, она одерживает блестящую победу над одноклассником и тут же привлекает внимание коварных членов студенческого совета. С низа строгой иерархии Хьяккао, определяемой по минимальной выигрышной сумме в азартных играх, будущее Цудзуры Ханатемари кажется мрачным. Как подруга детства Цудзуры, Мэри решает",https://animego-online.org/uploads/posts/2023-08/4997827_1691470382.jpg
1128,Романтический убийца,2022,8.06,Закончен,"Сёнен, Комедия, Романтика, Пародия, Мистика, Фэнтези",12 эп. из 12,24 мин.,domerica,"Андзу Хошино нужно всего лишь три вещи в жизни: видеоигры, шоколад и её любимый кот. В отличие от других девушек в старших классах, у Андзу нет времени или интереса к романтике. Но когда она начинает играть в плохо спроектированную трехмерную игру в жанре ""отомэ"", из экрана появляется странный летающий волшебник по имени Рири, который называет Андзу ""субъект один"", первого человека, который испытает сюжет гаремной романтической игры в реальной жизни. Несмотря на яростные",https://animego-online.org/uploads/posts/2023-08/5111566_1691470081.jpg
1129,Сведённые кукушкой,2022,6.93,Закончен,"Сёнен, Комедия, Романтика, Гарем",24 эп. из 24,23 мин.,"SynergySP, Shin-Ei Animation","Наги Умино и Эрика Амано — старательная старшеклассница и звезда социальных сетей — ничего не связывало, пока не стало известно, что они были поменяны при рождении. Когда эта неожиданная новость раскрывается перед обеими семьями, их родители быстро разрабатывают предложение, о котором Наги и Эрика даже не подозревают: чтобы вернуть их к их настоящим семьям и обеспечить счастье всем, им следует помолвиться. Узнав об этом, Наги и Эрика быстро отвергают абсурдный план, отказываясь подчиняться",https://animego-online.org/uploads/posts/2023-08/4559057_1691470022.jpg
1130,Корпоративная рабыня хочет быть исцелена лоли-призраком,2022,7.1,Закончен,"Сёнен, Комедия, Мистика, Фэнтези",12 эп. из 12,23 мин.,Project No.9,"Фусихара-сан проводит большую часть своего времени у своего офисного компьютера, регулярно работая сверхурочно, как корпоративный раб, даже после того, как все её коллеги уже ушли домой. Заметив её нездоровую ситуацию, призрак в облике маленькой девочки, о котором ходят слухи, что он бродит в здании, берет на себя задачу напугать Фусихару-сан, чтобы выгнать её из офиса и уменьшить её стресс. Однако безмерно милое поведение призрака действует совершенно наоборот и вместо этого мотивирует",https://animego-online.org/uploads/posts/2023-08/4747175_1691469782.jpg
1131,Девушки на линии фронта,2022,5.88,Закончен,"Военное, Драма, Фантастика, Экшен",12 эп. из 12,24 мин.,Asahi Production,"После Третьей мировой войны, унесшей жизни множества людей и обратив большую часть земель в непригодные для жизни места, различные частные военные компании начали использовать боевых андроидов — также известных как ""T-Dolls"" — для поддержания мира в нестабильных странах. Несмотря на то, что они физически превосходят живых бойцов, T-Dolls не способны разрабатывать сложные планы и, таким образом, требуют человеческого командира для выдачи приказов. Sangvis Ferri была ведущим",https://animego-online.org/uploads/posts/2023-08/4839271_1691469422.jpg
1132,Дочка босса и её нянька,2022,7.77,Закончен,"Комедия, Драма, Повседневность, Криминал",12 эп. из 12,23 мин.,"feel., Gaina","Скандальная слава Тоору Киришимы разлетелась далеко и широко по подполью. Его чаще всего называют ""Демоном Сакураги"" — человеком, который не боится прибегнуть к насилию, если это считается необходимым. После того как он почти подверг мирный договор опасности, его начальник поручает ему самое трудное задание в его жизни: позаботиться о семилетней Яэке Сакураги — дочери начальника, ценной для него — чтобы Тоору понял, что значит отвечать за жизнь другого человека. Сначала двоим им",https://animego-online.org/uploads/posts/2023-08/5083643_1691469242.jpg
1133,Озорная Такаги 3 сезон,2022,8.42,Закончен,"Сёнен, Комедия, Романтика, Школа, Повседневность",12 эп. из 12,24 мин.,Shin-Ei Animation,"Взгляд Нишикаты был прикован к Такаги, однокласснице, чья привлекательная внешность заставляла его не отрывать от неё глаз. Такаги сидела за соседней партой, и любой парень на месте Нишикаты был бы в восторге от такой близости. Однако у Нишикаты были свои сложности, которые делали всё это довольно трудным. Такаги была необыкновенно остроумной и могла бросить такую шутку, что Нишиката то краснел, то бледнел. Несмотря на свои недостатки в общении, Нишиката чувствовал сильную влюбленность к",https://animego-online.org/uploads/posts/2023-08/1691900683_14.jpg
1134,Время ниндзя,2022,6.08,Закончен,"Школа, Экшен",12 эп. из 12,23 мин.,TROYCA,"Иттоки Сакураба не понимает, почему его мать, дядя и его друзья детства, Коусецу, кажется, так серьезно относятся к его безопасности. Коусецу постоянно следует и наблюдает за ним, не обращая внимания на его личное пространство, сосредотачиваясь только на его безопасности в каждую минуту. Но постоянное преследование начинает иметь смысл, когда второкурсница его школы, очаровательная Сатоми Цубаки, приглашает Иттоки на свидание. Хотя сначала это кажется невинным, истинные намерения Цубаки вскоре",https://animego-online.org/uploads/posts/2023-08/4974318_1691468761.jpg
1135,Люцифер и Бисквитный Молот,2022,5.64,Закончен,"Сейнен, Комедия, Демоны, Драма, Приключения, Психология, Фэнтези, Экшен",24 эп. из 24,24 мин.,NAZ,"Монотонная жизнь студента колледжа Юухи Амамии переворачивается с ног на голову с появлением сэра Нои Крезанта, говорящей ящерицы, утверждающей, что он рыцарь справедливости. Крезант объясняет, что мир находится в опасности, угрожаемый магом Анимусом, который хочет уничтожить его своим ""Бисквитным Молотом"", огромной структурой, висящей в орбите Земли. Как вновь назначенный Ящеричный Рыцарь, Юухи должен сражаться вместе с другими Рыцарями Зверя, чтобы защитить принцессу и спасти",https://animego-online.org/uploads/posts/2023-08/5055069_1691468701.jpg
1136,Принцесса-библиофил,2022,6.85,Закончен,"Сёдзё, Романтика, Драма, Фэнтези",12 эп. из 12,23 мин.,Madhouse,"В течение нескольких поколений семья Бернштейн была признана домом дворян, предпочитающих книги всему остальному. Элианна Бернштейн, дочь барона Сауслиндского королевства, не исключение. Но вместо того чтобы быть названной книголюбом, её зовут Библиофильской Принцессой. Четыре года назад, наследный принц Кристофер Селкирк Эшеральд предложил Элианне особое соглашение: если бы она стала его невестой, он пообещал ей, что она сможет продолжать проводить все свободное время, занимаясь чтением.",https://animego-online.org/uploads/posts/2023-08/4977651_1691468282.jpg
1137,"Укротитель зверей, изгнанный из команды героя, встретил девочку-кошку из сильнейшей расы",2022,6.93,Закончен,"Комедия, Гарем, Фэнтези, Экшен",13 эп. из 13,23 мин.,EMT Squared,"Мечтая стать героем и победить Короля Демонов, Раул Чейсер вступает в Программу Тренировки Героев, следуя своей амбиции. Однако, когда Король Демонов побеждён и мир возвращается в мирное русло, Программа Тренировки Героев приостановлена на неопределённое время, делая невозможным для кого-либо стать героем. Через два года Раул неохотно работает в небольшом магазине электроники под названием ""Магический Магазин Леон"". Несмотря на то что бывший тренирующийся герой мучается от мирскости",https://animego-online.org/uploads/posts/2023-08/5147688_1691467862.jpg
1138,Моя новая горничная очень подозрительна,2022,6.58,Закончен,"Сёнен, Комедия",11 эп. из 11,25 мин.,"SILVER LINK., Blade","Горничная Лилит, нанята для ухода за юным Юури и особняком его семьи, кажется чрезвычайно подозрительной: она слишком хороша, чтобы быть правдой. Каждое блюдо, которое она подает, оказывается восхитительным, весь дом сверкает после её уборки, и все одежды начали излучать приятный аромат с тех пор, как она начала заниматься стиркой. Более того, её дьявольски красивые глаза только усиливают подозрения Юури. Возможно ли, что Лилит является ведьмой или колдуньей? Юури не может понять этого. Но,",https://animego-online.org/uploads/posts/2023-08/5041240_1691467741.jpg
1139,Величайший Повелитель Демонов перерождается как типичное ничтожество,2022,6.29,Закончен,"Школа, Гарем, Демоны, Магия, Фэнтези, Экшен, Исекай",12 эп. из 12,24 мин.,"SILVER LINK., Blade","Достигнув вершины человеческого потенциала, Варватос был настолько могущественен, что остальные люди начали называть его Повелителем Демонов, боясь и уважая его подавляющее влияние. В результате он почувствовал себя отчужденным от своих сопротивляющихся людей, ведомый желанием настоящей дружбы — настоящего спутника, которого он мог бы назвать другом. Надеясь, что его судьба изменится в следующей жизни, Варватос решает начать сначала и перерождается через три тысячи лет как Ард Метеор, сын",https://animego-online.org/uploads/posts/2023-08/4767626_1691467502.jpg
1140,Ликорис Рикойл,2022,8.19,Закончен,Экшен,13 эп. из 13,24 мин.,A-1 Pictures,"Число террористических актов в Японии никогда не было настолько низким, благодаря усилиям синдиката под названием ""Прямая Атака"" (DA). Организация воспитывает сирот-девочек как убийц для выполнения убийств в рамках своей программы ""Ликурис"". Такина Иноуэ — исключительная Ликурис с ярко выраженным чувством цели и склонностью к совершенству. К сожалению, ситуация с заложниками испытывает её терпение, и результатом акта неповиновения становится её перевод из DA. Не в восторге",https://animego-online.org/uploads/posts/2023-08/5052039_1691467321.jpg
1141,Узаки хочет тусоваться 2 сезон,2022,7.25,Закончен,"Комедия, Романтика, Повседневность, Этти",13 эп. из 13,24 мин.,ENGI,"Действие аниме разворачивается в университетской среде и фокусируется на двух главных персонажах: Синъити Сакурай и Хана Удзаки. Синъити - студент третьего курса, который стремится к спокойной и размеренной жизни, минимизируя количество проблем и стресса. Он придерживается одиночества и уделяет большое внимание как учебе, так и подработке в кафе, избегая множества общения с другими людьми. Хана, с другой стороны, является более жизнерадостной и энергичной девушкой. Она учится на втором курсе и",https://animego-online.org/uploads/posts/2023-08/1388499_1691467026.jpg
1142,"Каким-то образом я стал сильнейшим, прокачивая фермерские навыки",2022,5.94,Закончен,"Комедия, Магия, Приключения, Фэнтези, Экшен",12 эп. из 12,23 мин.,Studio A-CAT,"Для Эла Уэйна главной целью является стать лучшим фермером, насколько это возможно. С большим усердием он достигает высшей точки своего фермерского мастерства и получает звание первоклассного культиватора. Благодаря этому достижению, Эл получает существенное улучшение своих характеристик, которые теперь превосходят даже силу легендарных героев прошлого. Вскоре после обнаружения своего потенциала королевская семья просит его о помощи в борьбе с возрастающим числом бедствий, которые совпадающим",https://animego-online.org/uploads/posts/2023-08/5095370_1691466841.jpg
1143,"Маленькая ложь, которую мы все говорим",2022,7.15,Закончен,"Сёнен, Комедия, Школа, Мистика, Суперсила, Фантастика",11 эп. из 11,23 мин.,Studio Flad,"Что объединяет инопланетянина, бывшего ниндзя, слабого телепата и мальчика, притворяющегося девочкой? Все они одноклассники в академии девочек Кашихара, и они скрывают свои истинные личности от мира. Рикка, Чиё, Секине и Цубаса кажутся лучшими друзьями, но у каждого из них есть огромная тайна, которую им нельзя раскрывать, как ни старались. Чтобы продолжать маскироваться под обычных девочек из средней школы, каждому из них приходится изобретать креативные способы скрыть свою истинную личность.",https://animego-online.org/uploads/posts/2023-08/5169801_1691466781.jpg
1144,Записи о магии 3 сезон,2022,6.74,Закончен,"Драма, Магия, Психология, Фэнтези, Триллер",4 эп. из 4,23 мин.,Shaft,"Вокруг пошли слухи о том, что девочкам предоставляется уникальная возможность сотрудничать с загадочным белым феем. Говорят, что он может исполнить их самые заветные желания. Но есть и более темная сторона этого предложения: одной девочке предстоит стать волшебницей, и для этого ей придется подвергнуть себя смертельной опасности, сражаясь с ужасными ведьмами. Подобные слухи рассматривались скорее как мифы, пока одна судьба не перевернулась совсем реально – события начали разворачиваться в жизни",https://animego-online.org/uploads/posts/2023-08/1228854_1691465948.jpg
1145,Гарем рабов в лабиринте другого мира,2022,6.56,Закончен,"Романтика, Гарем, Магия, Приключения, Фэнтези, Экшен, Этти, Исекай",12 эп. из 12,24 мин.,Passione,"Однажды старшеклассник Мичио Кага попытался запустить странную онлайн-игру, которую он нашёл во время просмотра интернета. Вместо этого он был телепортирован в сельскую деревню в мире этой игры, обладая особыми навыками и мечом с огромной мощностью. Собрав свои мысли, он оказался в схватке с бандитами и вскоре понял, что не может выйти из игры. Принимая свою участь и принимая эту реальность, Мичио отправляется в путешествие, наслаждаясь своей новой жизнью, покоряя подземелья для заработка денег",https://animego-online.org/uploads/posts/2023-08/5002979_1691464801.jpg
1146,Одинокий рокер,2022,8.83,Закончен,"Комедия, Драма, Музыка",12 эп. из 12,23 мин.,CloverWorks,"Сильно желая завести друзей и выступать на сцене с группой, одинокая и страдающая социальной тревожностью Хитори ""Боччи"" Гото посвящает свое время игре на гитаре. В один судьбоносный день Боччи знакомится с открытой и общительной барабанщицей Ниджикой Иджичи, которая приглашает ее присоединиться к группе Kessoku Band, так как их гитаристка Икуё Кита бежит перед их первым выступлением. Вскоре после этого Боччи встречает своего последнего соратника по группе — крутого басиста Рё Ямаду.",https://animego-online.org/uploads/posts/2023-08/1691851960_21.jpg
1147,"В другом мире с мужчиной, обратившимся красоткой",2022,7.16,Закончен,"Комедия, Магия, Приключения, Фэнтези, Исекай",12 эп. из 12,23 мин.,OLM Team Yoshioka,"Со времен школьных лет Цукаса Дзингуджи снискал невероятную удачу с женщинами благодаря своей красоте, в то время как Хината Тачибана практически не имел успехов, позади которых всегда стояло великолепие Дзингуджи. Однако, несмотря на их полные различия, они продолжают оставаться лучшими друзьями даже в свои тридцать лет, работая офисными служащими. Однажды ночью они возвращаются домой с миксера, на котором Дзингуджи, как обычно, был центром внимания. В своих пьяных разговорах разочарованный",https://animego-online.org/uploads/posts/2023-08/4669450_1691464262.jpg
1148,Руководство гениального принца по вызволению страны из долгов,2022,7.39,Закончен,"Комедия, Магия, Фэнтези",12 эп. из 12,24 мин.,Yokohama Animation Lab,"Король Натры заболел, и последняя надежда королевства падает на его сына, принца Вайна Салему Арбалеста. Известный своей способностью и мудростью, он идеальный кандидат на роль принца-регента. Однако если спросить принца, он бы лучше продал Королевство Натра на аукционе самому предложившему высокую цену! Так как он обладает властью трона, никто не может остановить Вайна от продажи страны на аукционе и использования полученных средств для комфортной пенсии. Ему нужно всего лишь повысить",https://animego-online.org/uploads/posts/2023-08/4626735_1691464201.jpg
1149,Невероятные приключения Джоджо 5 сезон 2 часть,2022,8.11,Закончен,"Сёнен, Комедия, Детектив, Приключения, Криминал, Мистика, Суперсила, Фэнтези, Экшен",12 эп. из 12,24 мин.,David Production,"История разворачивается в США, в тюрьме Грин Долфин Стрит, расположенной во Флориде. Основная героиня – Джолин Куджо, дочь известного персонажа Джотаро Куджо из предыдущих частей. Сюжет начинается с того, что Джолин оказывается невиновно обвиненной в совершении преступления и заключена в эту тюрьму. В ходе своего пребывания там она открывает, что обладает особым способом, называемым ""Stand"", который дарует ей невероятные способности. Подвергаясь неправильному обвинению, Джолин решает",https://animego-online.org/uploads/posts/2023-08/707636_1691464021.jpg
1150,Богиня идола-мерзавца,2022,6.75,Закончен,"Дзёсей, Комедия, Музыка, Мистика, Фэнтези",10 эп. из 10,23 мин.,Studio Gokumi,"Кадзуки Ёшино и Юуя Нийодо - это идолы, составляющие дуэт ZINGS. В то время как Кадзуки отдаёт все свои силы в каждом выступлении, Юуя видит эту работу как ещё один способ заработать деньги. Апатичное отношение Юуи к фанатам и неспособность воспринимать свою работу всерьёз заставляют его менеджера поставить перед ним ультиматум: если он не начнёт вкладывать больше усилий, его уволят. За кулисами Юуя встречает Асахи Могами, идола, одетого в яркий костюм. Асахи могла бы иметь светлое будущее,",https://animego-online.org/uploads/posts/2023-08/4900602_1691463721.jpg
